code,date,ADX,name,industry,brief
000813,2025-09-26,22.16,德展健康,化学制药,
000301,2025-08-20,27.42,东方盛虹,化学原料,
002109,2025-08-22,28.837,兴化股份,化学原料,
600623,2025-09-29,21.273,华谊集团,化学原料,
600722,2025-08-20,30.385,金牛化工,化学原料,
600784,2025-09-29,17.235,鲁银投资,化学原料,
600989,2025-08-21,21.618,宝丰能源,化学原料,
603062,2025-09-24,20.425,麦加芯彩,化学原料,
000703,2025-08-20,25.866,恒逸石化,化纤行业,
002998,2025-09-30,15.749,优彩资源,化纤行业,
600527,2025-09-10,27.648,江南高纤,化纤行业,
601113,2025-09-15,30.572,华鼎股份,化纤行业,
000792,2025-09-30,20.981,盐湖股份,化肥行业,
000893,2025-08-26,26.203,亚钾国际,化肥行业,
600078,2025-09-24,18.159,澄星股份,化肥行业,
001309,2025-09-16,36.576,德明利,半导体,
002119,2025-09-26,17.531,康强电子,半导体,
002213,2025-09-19,22.274,大为股份,半导体,
603986,2025-08-21,41.255,兆易创新,半导体,
002886,2025-09-08,26.823,沃特股份,塑料制品,
603150,2025-09-02,24.281,万朗磁塑,塑料制品,
000987,2025-09-26,21.189,越秀资本,多元金融,
603093,2025-09-29,18.592,南华期货,多元金融,
002348,2025-08-29,19.915,高乐股份,家用轻工,
002677,2025-09-17,22.348,浙江美大,家电行业,
601956,2025-09-16,24.554,东贝集团,家电行业,
603959,2025-09-09,26.161,百利科技,工程咨询服务,
600170,2025-09-15,27.089,上海建工,工程建设,
600846,2025-09-12,32.418,同济科技,工程建设,
603843,2025-09-12,38.374,*ST正平,工程建设,
000069,2025-09-16,28.308,华侨城Ａ,房地产开发,
000609,2025-08-21,28.581,ST中迪,房地产开发,
000718,2025-09-10,25.951,苏宁环球,房地产开发,
002133,2025-09-26,17.901,广宇集团,房地产开发,
002208,2025-09-29,17.604,合肥城建,房地产开发,
600159,2025-09-09,29.885,大龙地产,房地产开发,
600173,2025-09-09,28.908,卧龙新能,房地产开发,
600325,2025-08-25,27.341,华发股份,房地产开发,
600724,2025-09-02,17.977,宁波富达,房地产开发,
600848,2025-09-24,22.926,上海临港,房地产开发,
601512,2025-08-22,36.77,中新集团,房地产开发,
605098,2025-09-18,16.193,行动教育,教育,
001330,2025-08-21,39.332,博纳影业,文化传媒,
600640,2025-09-23,25.623,国脉文化,文化传媒,
000430,2025-09-08,23.774,ST张家界,旅游酒店,
600888,2025-09-19,18.645,新疆众和,有色金属,
601677,2025-09-30,17.65,明泰铝业,有色金属,
603978,2025-09-09,34.124,深圳新星,有色金属,
002984,2025-08-20,19.019,森麒麟,橡胶制品,
601058,2025-08-21,22.956,赛轮轮胎,橡胶制品,
000935,2025-09-05,24.397,四川双马,水泥建材,
600802,2025-09-26,20.06,福建水泥,水泥建材,
600006,2025-09-23,22.841,东风股份,汽车整车,
600375,2025-09-02,33.206,汉马科技,汽车整车,
000559,2025-09-15,31.505,万向钱潮,汽车零部件,
000981,2025-08-26,47.905,山子高科,汽车零部件,
001311,2025-09-08,31.224,多利科技,汽车零部件,
002708,2025-09-08,31.829,光洋股份,汽车零部件,
002715,2025-08-25,30.319,登云股份,汽车零部件,
002813,2025-09-15,28.252,路畅科技,汽车零部件,
002870,2025-09-05,25.192,香山股份,汽车零部件,
002906,2025-09-25,18.171,华阳集团,汽车零部件,
600741,2025-09-01,28.499,华域汽车,汽车零部件,
601689,2025-08-20,48.676,拓普集团,汽车零部件,
603197,2025-09-19,24.104,保隆科技,汽车零部件,
603201,2025-09-08,31.32,常润股份,汽车零部件,
603786,2025-08-26,49.236,科博达,汽车零部件,
603788,2025-09-26,16.757,宁波高发,汽车零部件,
605128,2025-09-15,26.323,上海沿浦,汽车零部件,
002351,2025-09-25,20.418,漫步者,消费电子,
002635,2025-09-29,18.169,安洁科技,消费电子,
002660,2025-09-04,24.011,茂硕电源,消费电子,
600130,2025-08-22,20.373,*ST波导,消费电子,
600633,2025-09-24,19.378,浙数文化,游戏,
002128,2025-09-08,26.91,电投能源,煤炭行业,
600395,2025-09-01,18.4,盘江股份,煤炭行业,
600408,2025-09-30,19.854,安泰集团,煤炭行业,
601898,2025-09-19,16.301,中煤能源,煤炭行业,
000593,2025-09-29,17.346,德龙汇能,燃气,
000669,2025-09-11,16.028,ST金鸿,燃气,
601139,2025-09-23,19.465,深圳燃气,燃气,
600119,2025-09-30,17.028,长江投资,物流行业,
000035,2025-09-08,34.095,中国天楹,环保行业,
000885,2025-09-29,20.938,城发环境,环保行业,
002645,2025-09-30,20.696,华宏科技,环保行业,
002163,2025-09-11,18.272,海南发展,玻璃玻纤,
600660,2025-08-21,53.186,福耀玻璃,玻璃玻纤,
000661,2025-09-01,28.947,长春高新,生物制品,
000875,2025-09-02,38.701,吉电股份,电力行业,
001258,2025-09-29,15.99,立新能源,电力行业,
002015,2025-09-24,18.69,协鑫能科,电力行业,
002608,2025-09-25,20.187,江苏国信,电力行业,
001298,2025-09-11,23.13,好上好,电子元件,
002179,2025-09-18,20.084,中航光电,电子元件,
603052,2025-09-29,18.428,可川科技,电子元件,
603267,2025-09-30,19.461,鸿远电子,电子元件,
603678,2025-09-11,17.581,火炬电子,电子元件,
603738,2025-09-19,16.526,泰晶科技,电子元件,
003021,2025-09-08,26.382,兆威机电,电机,
603659,2025-08-21,47.253,璞泰来,电池,
002630,2025-09-02,23.026,ST华西,电源设备,
002951,2025-09-25,22.088,金时科技,电源设备,
002169,2025-09-04,32.514,智光电气,电网设备,
002256,2025-08-25,26.183,兆新股份,电网设备,
002452,2025-09-26,17.724,长高电新,电网设备,
600312,2025-09-24,21.717,平高电气,电网设备,
600468,2025-09-30,16.012,百利电气,电网设备,
601096,2025-09-30,17.974,宏盛华源,电网设备,
002042,2025-09-05,24.084,华孚时尚,纺织服装,
002144,2025-09-01,20.244,宏达高科,纺织服装,
002154,2025-09-16,26.088,报 喜 鸟,纺织服装,
600107,2025-08-20,32.794,ST尔雅,纺织服装,
605189,2025-09-19,18.603,富春染织,纺织服装,
600315,2025-08-20,29.869,上海家化,美容护理,
000762,2025-09-29,20.27,西藏矿业,能源金属,
002192,2025-09-29,20.248,融捷股份,能源金属,
600879,2025-09-22,20.732,航天电子,航天航空,
600893,2025-09-29,18.756,航发动力,航天航空,
601111,2025-09-30,16.501,中国国航,航空机场,
603885,2025-09-29,14.899,吉祥航空,航空机场,
600026,2025-09-05,32.565,中远海能,航运港口,
601975,2025-08-22,28.201,招商南油,航运港口,
002631,2025-09-17,20.439,德尔未来,装修建材,
002641,2025-09-18,23.708,公元股份,装修建材,
002652,2025-09-30,18.374,扬子新材,装修建材,
600337,2025-09-16,25.158,美克家居,装修建材,
000166,2025-09-30,17.667,申万宏源,证券,
000686,2025-09-29,19.694,东北证券,证券,
600061,2025-09-29,18.995,国投资本,证券,
600155,2025-09-29,20.729,华创云信,证券,
600918,2025-09-29,19.93,中泰证券,证券,
600958,2025-09-29,20.946,东方证券,证券,
600999,2025-09-30,21.557,招商证券,证券,
601211,2025-09-29,21.479,国泰海通,证券,
601236,2025-09-29,21.137,红塔证券,证券,
601555,2025-09-29,20.459,东吴证券,证券,
601881,2025-09-30,17.487,中国银河,证券,
601901,2025-09-29,19.334,方正证券,证券,
601990,2025-09-29,20.731,南京证券,证券,
600547,2025-09-02,35.427,山东黄金,贵金属,
601069,2025-09-03,41.196,西部黄金,贵金属,
002183,2025-09-03,30.295,怡 亚 通,贸易行业,
600710,2025-09-26,21.13,苏美达,贸易行业,
600739,2025-09-29,20.732,辽宁成大,贸易行业,
603071,2025-09-29,18.521,物产环能,贸易行业,
002065,2025-09-18,24.716,东华软件,软件开发,
600536,2025-09-30,18.826,中国软件,软件开发,
600355,2025-09-30,19.636,*ST精伦,通信设备,
600562,2025-09-24,19.459,国睿科技,通信设备,
000410,2025-09-30,22.382,沈阳机床,通用设备,
002514,2025-09-03,30.288,宝馨科技,通用设备,
002530,2025-08-26,24.473,金财互联,通用设备,
605123,2025-09-30,16.333,派克新材,通用设备,
002836,2025-09-30,18.195,新宏泽,造纸印刷,
600103,2025-09-01,40.798,青山纸业,造纸印刷,
600433,2025-09-15,18.597,冠豪高新,造纸印刷,
000596,2025-08-20,21.28,古井贡酒,酿酒行业,
002554,2025-09-12,16.832,惠博普,采掘行业,
002629,2025-09-01,21.135,仁智股份,采掘行业,
002683,2025-09-15,31.082,广东宏大,采掘行业,
000629,2025-08-29,17.117,钒钛股份,钢铁行业,
000655,2025-09-30,20.661,金岭矿业,钢铁行业,
600808,2025-09-19,21.784,马钢股份,钢铁行业,
601969,2025-09-29,21.72,海南矿业,钢铁行业,
603878,2025-09-04,51.91,武进不锈,钢铁行业,
601333,2025-09-01,27.226,广深铁路,铁路公路,
603069,2025-09-12,20.955,海汽集团,铁路公路,
002130,2025-09-11,31.847,沃尔核材,非金属材料,
603218,2025-09-30,16.804,日月股份,风电设备,
001215,2025-09-01,48.094,千味央厨,食品饮料,
002695,2025-09-08,15.593,煌上煌,食品饮料,
603156,2025-09-25,23.671,养元饮品,食品饮料,
603755,2025-09-09,28.381,日辰股份,食品饮料,
